"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"746","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","265","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"747","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","273","52","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"748","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","288","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"749","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","298","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"750","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","299","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"751","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","317","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"752","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","336","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"753","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","359","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"754","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","364","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"755","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","375","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"756","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","399","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"757","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationSettingsUtil.cls","409","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"758","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationUtil.cls","4","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"759","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationUtil.cls","8","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"760","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicationUtil.cls","8","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"761","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/EmailMatcher.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"762","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/EmailMatcher.cls","14","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"763","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/EmailMatcher.cls","30","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"764","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/FieldMatcherInterface.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"765","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/FieldMatcherInterface.cls","15","5","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"766","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/FieldMatcherInterface.cls","23","5","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"767","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/GenericMatcher.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"768","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/GenericMatcher.cls","14","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"769","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/GenericMatcher.cls","26","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"770","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"771","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","7","8","StdCyclomaticComplexity","The class 'LevenshteinCalculator' has a Standard Cyclomatic Complexity of 8 (Highest = 15).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"772","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","18","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"773","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","18","19","StdCyclomaticComplexity","The method 'distance' has a Standard Cyclomatic Complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"774","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","18","19","NcssMethodCount","The method 'distance()' has an NCSS line count of 55 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"775","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","18","19","CognitiveComplexity","The method 'distance(String, String)' has a cognitive complexity of 18, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"776","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","18","19","CyclomaticComplexity","The method 'distance(String, String)' has a cyclomatic complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"777","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","20","25","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"778","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","20","25","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"779","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","21","25","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"780","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","21","25","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"781","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","24","23","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"782","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","24","23","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"783","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","25","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"784","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","25","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"785","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","26","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"786","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","26","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"787","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/LevenshteinCalculator.cls","83","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"788","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"789","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","7","8","CyclomaticComplexity","The class 'MatcherFactory' has a total cyclomatic complexity of 40 (highest 7).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"790","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","14","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"791","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","14","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"792","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","22","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"793","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","37","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"794","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","72","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"795","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","81","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"796","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","94","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"797","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","112","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"798","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","149","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"799","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","178","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"800","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","198","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"801","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","214","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"802","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactory.cls","246","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"803","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactoryTest.cls","8","9","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"804","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactoryTest.cls","13","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"805","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactoryTest.cls","26","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"806","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactoryTest.cls","52","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"807","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactoryTest.cls","87","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"808","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MatcherFactoryTest.cls","107","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"809","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MetadataController.cls","6","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"810","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MetadataController.cls","14","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"811","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/MetadataController.cls","14","19","NcssMethodCount","The method 'getObjectInfo()' has an NCSS line count of 40 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"812","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/NameMatcher.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"813","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/NameMatcher.cls","14","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"814","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/NameMatcher.cls","32","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"815","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/NameMatcher.cls","32","12","CognitiveComplexity","The method 'calculateMatchScore(String, String)' has a cognitive complexity of 19, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"816","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/NameMatcher.cls","32","12","CyclomaticComplexity","The method 'calculateMatchScore(String, String)' has a cyclomatic complexity of 13.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"817","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/RecordDataController.cls","7","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"818","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/RecordDataController.cls","54","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"819","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/RecordDataController.cls","61","58","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"820","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/RecordDataController.cls","76","52","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"821","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","6","21","CyclomaticComplexity","The class 'SecurityUtility' has a total cyclomatic complexity of 60 (highest 11).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"822","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","33","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"823","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","43","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"824","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","60","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"825","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","71","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"826","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","94","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"827","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","117","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"828","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","140","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"829","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","163","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"830","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","192","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"831","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","221","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"832","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","232","19","CyclomaticComplexity","The method 'enforceCRUD(String, String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"833","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtility.cls","264","19","CyclomaticComplexity","The method 'enforceFLS(String, String, String)' has a cyclomatic complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"834","1","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtilityTest.cls","12","12","MethodNamingConventions","The test method name 'testCheckUserAccess_ValidAccess' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"835","1","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtilityTest.cls","25","12","MethodNamingConventions","The test method name 'testCheckUserAccess_InvalidObject' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"836","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtilityTest.cls","27","61","AvoidHardcodingId","Hardcoding Ids is bound to break when changing environments.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#avoidhardcodingid","Error Prone","pmd"
"837","1","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SecurityUtilityTest.cls","35","12","MethodNamingConventions","The test method name 'testCheckUserAccess_NullRecordId' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"838","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","8","17","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"839","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","34","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"840","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","46","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"841","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","53","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"842","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","96","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"843","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","108","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"844","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/SpotioBatchProcessor.cls","118","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
