"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"1","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/ArchiveOldLogsBatch.cls","229","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","6","21","StdCyclomaticComplexity","The class 'DMUPreview' has a Standard Cyclomatic Complexity of 29 (Highest = 28).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"3","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","6","21","CognitiveComplexity","The class 'DMUPreview' has a total cognitive complexity of 56 (highest 56), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"4","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","6","21","CyclomaticComplexity","The class 'DMUPreview' has a total cyclomatic complexity of 45 (highest 45).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"5","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","14","19","StdCyclomaticComplexity","The method 'previewMergeResults' has a Standard Cyclomatic Complexity of 28.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"6","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","14","19","NcssMethodCount","The method 'previewMergeResults()' has an NCSS line count of 137 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"7","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","14","19","CognitiveComplexity","The method 'previewMergeResults(Map<String, Object>)' has a cognitive complexity of 56, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"8","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","14","19","CyclomaticComplexity","The method 'previewMergeResults(Map<String, Object>)' has a cyclomatic complexity of 45.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"9","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DMUPreview.cls","79","52","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"10","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCCompare.cls","6","21","StdCyclomaticComplexity","The class 'DRCCompare' has a Standard Cyclomatic Complexity of 10 (Highest = 9).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"11","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCCompare.cls","15","19","NcssMethodCount","The method 'getRecordsForComparison()' has an NCSS line count of 42 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"12","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCCompare.cls","15","19","CyclomaticComplexity","The method 'getRecordsForComparison(List<String>, String)' has a cyclomatic complexity of 14.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"13","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCCompare.cls","69","52","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"14","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCFields.cls","14","19","NcssMethodCount","The method 'getFieldsForObject()' has an NCSS line count of 49 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"15","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCFields.cls","14","19","CyclomaticComplexity","The method 'getFieldsForObject(String)' has a cyclomatic complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"16","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCNote.cls","16","19","CyclomaticComplexity","The method 'createNote(Id, String, String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"17","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRCSaveSettings.cls","14","19","CyclomaticComplexity","The method 'saveUserSettings(String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"18","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","6","21","StdCyclomaticComplexity","The class 'DRSCDetailed' has a Standard Cyclomatic Complexity of 29 (Highest = 28).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"19","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","6","21","CyclomaticComplexity","The class 'DRSCDetailed' has a total cyclomatic complexity of 47 (highest 47).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"20","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","14","19","StdCyclomaticComplexity","The method 'getDetailedStatistics' has a Standard Cyclomatic Complexity of 28.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"21","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","14","19","NcssMethodCount","The method 'getDetailedStatistics()' has an NCSS line count of 131 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"22","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","14","19","CognitiveComplexity","The method 'getDetailedStatistics(String)' has a cognitive complexity of 49, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"23","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","14","19","CyclomaticComplexity","The method 'getDetailedStatistics(String)' has a cyclomatic complexity of 47.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"24","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","52","59","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"25","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","73","61","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"26","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","135","73","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"27","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","183","75","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"28","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCDetailed.cls","237","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"29","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","6","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"30","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","6","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"31","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","6","8","StdCyclomaticComplexity","The class 'DRSCStats' has a Standard Cyclomatic Complexity of 11 (Highest = 10).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"32","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","14","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"33","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","14","19","StdCyclomaticComplexity","The method 'getDuplicateStatistics' has a Standard Cyclomatic Complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"34","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","14","19","NcssMethodCount","The method 'getDuplicateStatistics()' has an NCSS line count of 50 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"35","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","14","19","CyclomaticComplexity","The method 'getDuplicateStatistics(String)' has a cyclomatic complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"36","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","63","69","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"37","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","74","65","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"38","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","94","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"39","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DRSCStats.cls","94","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"40","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","7","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"41","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"42","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","12","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"43","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","13","57","AvoidNonRestrictiveQueries","Avoid SOQL queries without a where or limit statement","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoidnonrestrictivequeries","Performance","pmd"
"44","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","13","57","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"45","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","19","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"46","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","19","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"47","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","20","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"48","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","20","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"49","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","84","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"50","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","84","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"51","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","85","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"52","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","85","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"53","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","86","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"54","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","86","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"55","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","89","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"56","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","89","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"57","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","95","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"58","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","96","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"59","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","96","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"60","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","97","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"61","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DataModelMigrationUtil.cls","97","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"62","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","7","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"63","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"64","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","7","8","StdCyclomaticComplexity","The class 'DuplicateConfig' has a Standard Cyclomatic Complexity of 2 (Highest = 15).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"65","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","7","8","CognitiveComplexity","The class 'DuplicateConfig' has a total cognitive complexity of 56 (highest 29), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"66","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","7","8","CyclomaticComplexity","The class 'DuplicateConfig' has a total cyclomatic complexity of 40 (highest 15).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"67","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","7","8","ExcessivePublicCount","The class DuplicateConfig has 23 public methods, attributes, and properties (limit: 20)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"68","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","10","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"69","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","11","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"70","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","12","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"71","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","13","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"72","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","14","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"73","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","17","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"74","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","18","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"75","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","19","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"76","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","20","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"77","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","21","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"78","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","22","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"79","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","25","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"80","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","36","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"81","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","42","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"82","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","42","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"83","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","52","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"84","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","52","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"85","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","68","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"86","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","81","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"87","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","93","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"88","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","103","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"89","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","103","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"90","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","103","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"91","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","104","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"92","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","113","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"93","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","113","19","StdCyclomaticComplexity","The method 'fromConfiguration' has a Standard Cyclomatic Complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"94","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","113","19","NcssMethodCount","The method 'fromConfiguration()' has an NCSS line count of 40 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"95","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","113","19","CognitiveComplexity","The method 'fromConfiguration(String)' has a cognitive complexity of 29, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
